cycle_id,farmer_id,farmer_code,crop_name,season,acreage,expected_yield_qtl,actual_yield_qtl,realization_price_inr,input_cost_per_acre,total_input_cost
321453fc-da56-448d-86bf-5bbcc4072fad,5957bf6d-6f74-474a-abe9-e2fadf3f5bbf,NSK-232,Table Grapes (Thompson),Annual 2025,7.71,763.3,683.8,4200.0,65000.0,501150.0
fd0ed8ab-396a-4e77-90e5-44bca532dd2b,c954c4c5-f4d3-4079-a6dc-960b14924cbd,NSK-233,Soybean (JS-335),Kharif 2025,2.3,37.3,42.7,4600.0,16000.0,36800.0
0ec5f64a-6d21-4ca1-b5c2-36f84906e665,0247ff10-c1bf-4e63-8a72-f0589ebc494e,NSK-234,Gram (Chana),Rabi 2025,7.59,102.5,116.0,5400.0,14000.0,106260.0
1ad4500f-fa8c-43df-804f-5412796c98d5,749da04a-fbbd-4545-aac6-fb6b37b8a928,NSK-235,Table Grapes (Thompson),Annual 2025,6.63,656.4,624.0,4200.0,65000.0,430950.0
9d146455-7575-46fa-940a-346af02549c3,3a5c82c0-8430-4267-b5ef-e56257e1e443,NSK-236,Soybean (JS-335),Kharif 2025,3.19,51.7,48.1,4600.0,16000.0,51040.0
2fd27b71-2aed-4d39-9177-cb62570dcd57,fc77b612-bc18-4420-8aae-0e335d42c162,NSK-237,Gram (Chana),Rabi 2025,4.61,62.2,69.6,5400.0,14000.0,64540.0
9a08b463-fcf3-470d-9c83-ff06a7e7a9c5,f2baec21-2560-40d0-8ec1-aefd174ca2e8,NSK-238,Gram (Chana),Rabi 2025,6.44,86.9,93.5,5400.0,14000.0,90160.0
439e1096-63c9-407c-96b2-1aa741f3051d,68ea6b15-685e-45ab-98c2-0308731447cf,NSK-239,Soybean (JS-335),Kharif 2025,7.35,119.1,135.6,4600.0,16000.0,117600.0
5f0fa0fc-e193-48ae-988f-968c369fe0db,25ae627e-18de-47a7-a8a1-48215422161c,NSK-240,Red Onion (Garva),Rabi 2025,3.09,222.5,237.8,2450.0,22000.0,67980.0
b2d4b59c-0fa0-4814-b26c-83f6d255e1d6,8be5d51c-9a3f-4d39-9262-8d0767a08220,NSK-241,Red Onion (Garva),Rabi 2025,1.55,111.6,106.3,2450.0,22000.0,34100.0
eeaf952e-e5ad-4830-8c82-c468807958ac,a224d3e6-0ffe-4a3c-abe2-5639acdb4844,NSK-242,Red Onion (Garva),Rabi 2025,2.11,151.9,140.5,2450.0,22000.0,46420.0
c19bb94f-54d5-4709-8cba-d0b56fe9474f,8cfa5447-b949-446b-9542-2e5cfd2478a5,NSK-243,Bhagawa Pomegranate,Mrug 2025,3.02,135.9,145.1,6800.0,48000.0,144960.0
8ac26cf1-cef3-43af-a912-1b485b056bf3,605341b6-f7d4-4815-b9ee-fba237a476cf,NSK-244,Table Grapes (Thompson),Annual 2025,2.14,211.9,229.1,4200.0,65000.0,139100.0
90bd64d1-f1c3-4af8-a726-c99b0e3b7983,a7ef93b2-358c-4ebb-afba-ff7fd1484b61,NSK-245,Table Grapes (Thompson),Annual 2025,5.0,495.0,457.9,4200.0,65000.0,325000.0
83583d6f-d594-4d56-9b77-884c953fda60,faa3d6cf-6641-430c-b889-1875f1c43ea1,NSK-246,Gram (Chana),Rabi 2025,1.54,20.8,22.8,5400.0,14000.0,21560.0
1b7bb7f5-51c2-4b72-ba84-cc644dea9d22,190bb3c2-8cc3-45f2-9a53-d74156fadab4,NSK-247,Table Grapes (Thompson),Annual 2025,2.47,244.5,262.9,4200.0,65000.0,160550.0
63693ea0-67a9-44a2-94c3-5ce96e16c7c1,2c7b364e-8d23-409a-ac12-e275ec6ed884,NSK-248,Soybean (JS-335),Kharif 2025,2.98,48.3,51.5,4600.0,16000.0,47680.0
4a4a3812-246e-49da-8a68-7800678cafb2,6882514b-5e8b-4ebe-992b-70032faa65e3,NSK-249,Red Onion (Garva),Rabi 2025,4.96,357.1,343.2,2450.0,22000.0,109120.0
8cf0139f-f6a1-4c8b-98ad-0faf40d3ab3e,9cb7e790-2e7f-4f09-af08-c9e294e3466e,NSK-250,Table Grapes (Thompson),Annual 2025,6.2,613.8,614.4,4200.0,65000.0,403000.0
